"Avg # Bars In Losing Trades: All","Avg # Bars In Losing Trades: Long","Avg # Bars In Losing Trades: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars In Winning Trades: All","Avg # Bars In Winning Trades: Long","Avg # Bars In Winning Trades: Short","Avg Losing Trade: All","Avg Losing Trade: Long","Avg Losing Trade: Short","Avg Losing Trade %: All","Avg Losing Trade %: Long","Avg Losing Trade %: Short","Avg Trade: All","Avg Trade: Long","Avg Trade: Short","Avg Trade %: All","Avg Trade %: Long","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade: Long","Avg Winning Trade: Short","Avg Winning Trade %: All","Avg Winning Trade %: Long","Avg Winning Trade %: Short","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Gross Loss: All","Gross Loss: Long","Gross Loss: Short","Gross Loss %: All","Gross Loss %: Long","Gross Loss %: Short","Gross Profit: All","Gross Profit: Long","Gross Profit: Short","Gross Profit %: All","Gross Profit %: Long","Gross Profit %: Short","Largest Losing Trade: All","Largest Losing Trade: Long","Largest Losing Trade: Short","Largest Losing Trade %: All","Largest Losing Trade %: Long","Largest Losing Trade %: Short","Largest Winning Trade: All","Largest Winning Trade: Long","Largest Winning Trade: Short","Largest Winning Trade %: All","Largest Winning Trade %: Long","Largest Winning Trade %: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Net Profit: All","Net Profit: Long","Net Profit: Short","Net Profit %: All","Net Profit %: Long","Net Profit %: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Max Drawdown","Open PL","Buy & Hold Return","Sharpe Ratio","Sortino Ratio","Max Drawdown %","Buy & Hold Return %","Open PL %","comment","__From","__To","__Length","__KSmoothing","__DLength","__Level","__CCI_Period","__T3_Period","__B","__Trade reverse","__Long Stop Loss %","__Enable Trailing","__Stop Loss","__Take Profit","__Trailing Stop","__Trailing Offset","__Source","__Filter","__Slow EMA Period","__Fast EMA Period","__Angle 1","__Angle 2","__Bull Angle Source","__Bear Angle Source"
513.00,513.00,0,458.00,458.00,0,0,0,0,3.75,3.75,0,0.75,0.75,0,-1.87,-1.87,0,-0.37,-0.37,0,0,0,0,0,0,0,0,0,0,3.75,3.75,0,0.75,0.75,0,0,0,0,0,0,0,3.75,3.75,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0.20,0.20,0,-3.75,-3.75,0,-0.75,-0.75,0,1.00,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00,2.00,0,3.75,0,79.52,-0.43,-0.39,0.75,15.90,0,"Changed ""Slow EMA Period"": 35 => 15.",true,0,67.00,5.00,7.00,6.00,195.00,249.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,18.00,57.00,23.00,"hlc3","hlc3"
513.00,513.00,0,513.00,513.00,0,0,0,0,3.75,3.75,0,0.75,0.75,0,-3.75,-3.75,0,-0.75,-0.75,0,0,0,0,0,0,0,0,0,0,3.75,3.75,0,0.75,0.75,0,0,0,0,0,0,0,3.75,3.75,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0,-3.75,-3.75,0,-0.75,-0.75,0,1.00,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,3.75,0,63.52,0,0,0.75,12.70,0,"Changed ""Angle 1"": 57 => 102.",true,0,67.00,5.00,7.00,6.00,195.00,249.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,18.00,102.00,23.00,"hlc3","hlc3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,555.00,129.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,16.00,84.00,30.00,"hlc3","hlc3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Changed ""Angle 1"": 84 => 48.",true,0,67.00,5.00,7.00,6.00,555.00,129.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,16.00,48.00,30.00,"hlc3","hlc3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,240.00,309.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",40.00,6.00,84.00,21.00,"hlc3","hlc3"
387.00,387.00,0,712.00,712.00,0,1037.00,1037.00,0,0.22,0.22,0,0.04,0.04,0,4.79,4.79,0,0.96,0.96,0,9.79,9.79,0,1.96,1.96,0,0,0,0,0.22,0.22,0,0.04,0.04,0,9.79,9.79,0,1.96,1.96,0,0.22,0.22,0,0.04,0.04,0,9.79,9.79,0,1.96,1.96,0,0,0,0,0.20,0.20,0,9.57,9.57,0,1.91,1.91,0,1.00,1.00,0,1.00,1.00,0,50.00,50.00,0,45.06,45.06,0,45.06,45.06,0,0,0,0,2.00,2.00,0,0.22,0,76.14,0.34,12.19,0.04,15.23,0,"Changed ""B"": 0.08 => 0.02.",true,0,67.00,5.00,7.00,6.00,240.00,309.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",40.00,6.00,84.00,21.00,"hlc3","hlc3"
287.00,287.00,0,541.83,541.83,0,669.25,669.25,0,8.85,8.85,0,1.77,1.77,0,7.32,7.32,0,1.46,1.46,0,15.40,15.40,0,3.08,3.08,0,0,0,0,17.70,17.70,0,3.54,3.54,0,61.61,61.61,0,12.32,12.32,0,14.14,14.14,0,2.85,2.85,0,26.42,26.42,0,5.48,5.48,0,0,0,0,0.20,0.20,0,43.91,43.91,0,8.78,8.78,0,2.00,2.00,0,4.00,4.00,0,66.67,66.67,0,3.48,3.48,0,1.74,1.74,0,1.00,1.00,0,6.00,6.00,0,17.70,3.51,74.47,0.31,0.68,3.54,14.89,0.64,"Changed ""Angle 1"": 39 => 93.",true,0,67.00,5.00,7.00,6.00,420.00,249.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,5.00,93.00,21.00,"hlc3","hlc3"
330.71,330.71,0,380.91,380.91,0,490.67,490.67,0,5.06,5.06,0,1.01,1.01,0,0.90,0.90,0,0.18,0.18,0,15.12,15.12,0,3.02,3.02,0,0,0,0,35.44,35.44,0,7.09,7.09,0,45.37,45.37,0,9.07,9.07,0,8.75,8.75,0,1.75,1.75,0,28.46,28.46,0,5.82,5.82,0,0,0,0,0.20,0.20,0,9.93,9.93,0,1.99,1.99,0,7.00,7.00,0,3.00,3.00,0,27.27,27.27,0,1.28,1.28,0,2.99,2.99,0,0,0,0,11.00,11.00,0,15.52,0,74.17,0.09,0.20,3.00,14.83,0,"Changed ""CCI_Period"": 420 => 195.",true,0,67.00,5.00,7.00,6.00,195.00,249.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,5.00,93.00,21.00,"hlc3","hlc3"
349.00,349.00,0,412.18,412.18,0,669.50,669.50,0,5.25,5.25,0,1.05,1.05,0,0.23,0.23,0,0.05,0.05,0,22.25,22.25,0,4.45,4.45,0,0,0,0,41.97,41.97,0,8.39,8.39,0,44.50,44.50,0,8.90,8.90,0,8.74,8.74,0,1.75,1.75,0,28.43,28.43,0,5.82,5.82,0,0,0,0,0.20,0.20,0,2.53,2.53,0,0.51,0.51,0,8.00,8.00,0,2.00,2.00,0,18.18,18.18,0,1.06,1.06,0,4.24,4.24,0,0,0,0,11.00,11.00,0,22.19,0,79.38,0.03,0.06,4.29,15.88,0,"Changed ""Fast EMA Period"": 5 => 11.",true,0,67.00,5.00,7.00,6.00,195.00,249.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,11.00,93.00,21.00,"hlc3","hlc3"
318.43,318.43,0,442.80,442.80,0,733.00,733.00,0,6.64,6.64,0,1.33,1.33,0,0.69,0.69,0,0.14,0.14,0,17.79,17.79,0,3.56,3.56,0,0,0,0,46.45,46.45,0,9.29,9.29,0,53.37,53.37,0,10.67,10.67,0,20.56,20.56,0,4.05,4.05,0,31.07,31.07,0,6.29,6.29,0,0,0,0,0.20,0.20,0,6.92,6.92,0,1.38,1.38,0,7.00,7.00,0,3.00,3.00,0,30.00,30.00,0,1.15,1.15,0,2.68,2.68,0,0,0,0,10.00,10.00,0,39.36,0,76.27,0.05,0.10,7.49,15.25,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,465.00,129.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",30.00,17.00,30.00,9.00,"hlc3","hlc3"
316.50,316.50,0,455.33,455.33,0,733.00,733.00,0,7.19,7.19,0,1.44,1.44,0,1.16,1.16,0,0.23,0.23,0,17.84,17.84,0,3.57,3.57,0,0,0,0,43.13,43.13,0,8.63,8.63,0,53.53,53.53,0,10.71,10.71,0,20.71,20.71,0,4.05,4.05,0,31.07,31.07,0,6.29,6.29,0,0,0,0,0.20,0.20,0,10.40,10.40,0,2.08,2.08,0,6.00,6.00,0,3.00,3.00,0,33.33,33.33,0,1.24,1.24,0,2.48,2.48,0,0,0,0,9.00,9.00,0,36.02,0,76.12,0.08,0.14,6.86,15.22,0,"Changed ""Fast EMA Period"": 17 => 11.",true,0,67.00,5.00,7.00,6.00,465.00,129.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",30.00,11.00,30.00,9.00,"hlc3","hlc3"
208.08,208.08,0,249.06,249.06,0,372.00,372.00,0,5.87,5.87,0,1.17,1.17,0,-2.80,-2.80,0,-0.56,-0.56,0,6.39,6.39,0,1.28,1.28,0,0,0,0,70.40,70.40,0,14.08,14.08,0,25.56,25.56,0,5.11,5.11,0,18.09,18.09,0,3.81,3.81,0,18.96,18.96,0,4.25,4.25,0,0,0,0,0.19,0.19,0,-44.83,-44.83,0,-8.97,-8.97,0,12.00,12.00,0,4.00,4.00,0,25.00,25.00,0,0.36,0.36,0,1.09,1.09,0,1.00,1.00,0,16.00,16.00,0,56.27,7.37,66.63,-0.25,-0.28,11.20,13.33,1.62,"Changed ""CCI_Period"": 465 => 285.",true,0,67.00,5.00,7.00,6.00,285.00,129.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",30.00,11.00,30.00,9.00,"hlc3","hlc3"
232.09,232.09,0,269.40,269.40,0,372.00,372.00,0,6.47,6.47,0,1.29,1.29,0,-3.05,-3.05,0,-0.61,-0.61,0,6.36,6.36,0,1.27,1.27,0,0,0,0,71.16,71.16,0,14.23,14.23,0,25.46,25.46,0,5.09,5.09,0,18.07,18.07,0,3.81,3.81,0,18.87,18.87,0,4.25,4.25,0,0,0,0,0.19,0.19,0,-45.70,-45.70,0,-9.14,-9.14,0,11.00,11.00,0,4.00,4.00,0,26.67,26.67,0,0.36,0.36,0,0.98,0.98,0,0,0,0,15.00,15.00,0,58.36,0,66.63,-0.32,-0.35,11.61,13.33,0,"Changed ""Fast EMA Period"": 11 => 6.",true,0,67.00,5.00,7.00,6.00,285.00,129.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",30.00,6.00,30.00,9.00,"hlc3","hlc3"
208.08,208.08,0,249.06,249.06,0,372.00,372.00,0,5.87,5.87,0,1.17,1.17,0,-2.80,-2.80,0,-0.56,-0.56,0,6.39,6.39,0,1.28,1.28,0,0,0,0,70.40,70.40,0,14.08,14.08,0,25.56,25.56,0,5.11,5.11,0,18.09,18.09,0,3.81,3.81,0,18.96,18.96,0,4.25,4.25,0,0,0,0,0.19,0.19,0,-44.83,-44.83,0,-8.97,-8.97,0,12.00,12.00,0,4.00,4.00,0,25.00,25.00,0,0.36,0.36,0,1.09,1.09,0,1.00,1.00,0,16.00,16.00,0,56.27,7.01,66.18,-0.25,-0.29,11.20,13.24,1.54,"Changed ""Fast EMA Period"": 6 => 11.",true,0,67.00,5.00,7.00,6.00,285.00,129.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",30.00,11.00,30.00,9.00,"hlc3","hlc3"
197.71,197.71,0,263.58,263.58,0,448.00,448.00,0,5.83,5.83,0,1.17,1.17,0,-2.61,-2.61,0,-0.52,-0.52,0,6.40,6.40,0,1.28,1.28,0,0,0,0,81.62,81.62,0,16.32,16.32,0,31.98,31.98,0,6.40,6.40,0,17.74,17.74,0,3.81,3.81,0,18.59,18.59,0,4.25,4.25,0,0,0,0,0.20,0.20,0,-49.64,-49.64,0,-9.93,-9.93,0,14.00,14.00,0,5.00,5.00,0,26.32,26.32,0,0.39,0.39,0,1.10,1.10,0,1.00,1.00,0,19.00,19.00,0,69.76,7.30,84.37,-0.27,-0.30,13.75,16.87,1.62,"Changed ""Fast EMA Period"": 11 => 18.",true,0,67.00,5.00,7.00,6.00,285.00,129.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",30.00,18.00,30.00,9.00,"hlc3","hlc3"
161.20,161.20,0,199.17,199.17,0,389.00,389.00,0,9.84,9.84,0,1.97,1.97,0,-7.41,-7.41,0,-1.48,-1.48,0,4.73,4.73,0,0.95,0.95,0,0,0,0,49.18,49.18,0,9.84,9.84,0,4.73,4.73,0,0.95,0.95,0,18.61,18.61,0,3.81,3.81,0,4.73,4.73,0,0.95,0.95,0,0,0,0,0.20,0.20,0,-44.45,-44.45,0,-8.89,-8.89,0,5.00,5.00,0,1.00,1.00,0,16.67,16.67,0,0.10,0.10,0,0.48,0.48,0,1.00,1.00,0,6.00,6.00,0,49.18,6.98,83.87,-0.27,-0.27,9.74,16.77,1.53,"Changed ""Angle 2"": 9 => 19.",true,0,67.00,5.00,7.00,6.00,285.00,129.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",30.00,18.00,30.00,19.00,"hlc3","hlc3"
151.00,151.00,0,151.00,151.00,0,0,0,0,7.74,7.74,0,1.55,1.55,0,-7.74,-7.74,0,-1.55,-1.55,0,0,0,0,0,0,0,0,0,0,7.74,7.74,0,1.55,1.55,0,0,0,0,0,0,0,7.74,7.74,0,1.55,1.55,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0,-7.74,-7.74,0,-1.55,-1.55,0,1.00,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,7.74,0,63.82,0,0,1.55,12.76,0,"Changed ""T3_Period"": 129 => 339.",true,0,67.00,5.00,7.00,6.00,285.00,339.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",30.00,18.00,30.00,19.00,"hlc3","hlc3"
306.00,306.00,0,513.25,513.25,0,720.50,720.50,0,14.47,14.47,0,2.89,2.89,0,-2.38,-2.38,0,-0.48,-0.48,0,9.70,9.70,0,1.94,1.94,0,0,0,0,28.93,28.93,0,5.79,5.79,0,19.41,19.41,0,3.88,3.88,0,21.53,21.53,0,4.31,4.31,0,18.98,18.98,0,4.03,4.03,0,0,0,0,0.20,0.20,0,-9.53,-9.53,0,-1.91,-1.91,0,2.00,2.00,0,2.00,2.00,0,50.00,50.00,0,0.67,0.67,0,0.67,0.67,0,0,0,0,4.00,4.00,0,28.93,0,68.77,-0.08,-0.11,5.79,13.75,0,"Changed ""Angle 2"": 19 => 11.",true,0,67.00,5.00,7.00,6.00,285.00,339.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",30.00,18.00,30.00,11.00,"hlc3","hlc3"
151.00,151.00,0,151.00,151.00,0,0,0,0,7.74,7.74,0,1.55,1.55,0,-7.74,-7.74,0,-1.55,-1.55,0,0,0,0,0,0,0,0,0,0,7.74,7.74,0,1.55,1.55,0,0,0,0,0,0,0,7.74,7.74,0,1.55,1.55,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0,-7.74,-7.74,0,-1.55,-1.55,0,1.00,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,7.74,0,63.68,0,0,1.55,12.74,0,"Changed ""Slow EMA Period"": 30 => 25.",true,0,67.00,5.00,7.00,6.00,285.00,339.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",25.00,18.00,30.00,11.00,"hlc3","hlc3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Changed ""Slow EMA Period"": 15 => 35.",true,0,67.00,5.00,7.00,6.00,420.00,249.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",35.00,5.00,39.00,21.00,"hlc3","hlc3"
835.00,835.00,0,652.00,652.00,0,591.00,591.00,0,1.15,1.15,0,0.23,0.23,0,8.29,8.29,0,1.66,1.66,0,11.43,11.43,0,2.29,2.29,0,0,0,0,1.15,1.15,0,0.23,0.23,0,34.29,34.29,0,6.86,6.86,0,1.15,1.15,0,0.21,0.21,0,23.97,23.97,0,4.73,4.73,0,0,0,0,0.21,0.21,0,33.15,33.15,0,6.63,6.63,0,1.00,1.00,0,3.00,3.00,0,75.00,75.00,0,29.89,29.89,0,9.96,9.96,0,0,0,0,4.00,4.00,0,1.15,0,75.60,0.43,8.85,0.21,15.12,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,285.00,398.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",20.00,10.00,111.00,15.00,"hlc3","hlc3"
399.00,399.00,0,399.00,399.00,0,0,0,0,0.81,0.81,0,0.16,0.16,0,-0.81,-0.81,0,-0.16,-0.16,0,0,0,0,0,0,0,0,0,0,0.81,0.81,0,0.16,0.16,0,0,0,0,0,0,0,0.81,0.81,0,0.16,0.16,0,0,0,0,0,0,0,0,0,0,0.20,0.20,0,-0.81,-0.81,0,-0.16,-0.16,0,1.00,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,0.81,0,74.01,0,0,0.16,14.80,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,150.00,369.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",40.00,9.00,75.00,29.00,"hlc3","hlc3"
262.60,262.60,0,262.60,262.60,0,0,0,0,6.35,6.35,0,1.27,1.27,0,-6.35,-6.35,0,-1.27,-1.27,0,0,0,0,0,0,0,0,0,0,31.77,31.77,0,6.35,6.35,0,0,0,0,0,0,0,16.35,16.35,0,3.37,3.37,0,0,0,0,0,0,0,0,0,0,0.20,0.20,0,-31.77,-31.77,0,-6.35,-6.35,0,5.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00,5.00,0,31.77,0,78.29,-0.69,-0.57,6.35,15.66,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,375.00,129.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",20.00,15.00,102.00,13.00,"hlc3","hlc3"
256.25,256.25,0,256.25,256.25,0,0,0,0,7.43,7.43,0,1.49,1.49,0,-7.43,-7.43,0,-1.49,-1.49,0,0,0,0,0,0,0,0,0,0,29.74,29.74,0,5.95,5.95,0,0,0,0,0,0,0,14.52,14.52,0,2.98,2.98,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0,-29.74,-29.74,0,-5.95,-5.95,0,4.00,4.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00,4.00,0,29.74,0,65.11,-0.59,-0.51,5.95,13.02,0,"Changed ""B"": 0.08 => 0.02.",true,0,67.00,5.00,7.00,6.00,375.00,129.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",20.00,15.00,102.00,13.00,"hlc3","hlc3"
0,0,0,393.00,393.00,0,393.00,393.00,0,0,0,0,0,0,0,0.18,0.18,0,0.04,0.04,0,0.18,0.18,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0.18,0.18,0,0.04,0.04,0,0,0,0,0,0,0,0.18,0.18,0,0.04,0.04,0,0,0,0,0.20,0.20,0,0.18,0.18,0,0.04,0.04,0,0,0,0,1.00,1.00,0,100.00,100.00,0,0,0,0,0,0,0,0,0,0,1.00,1.00,0,0,0,75.33,0,0,0,15.07,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,195.00,309.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",50.00,9.00,39.00,29.00,"hlc3","hlc3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Changed ""Fast EMA Period"": 5 => 15.",true,0,67.00,5.00,7.00,6.00,420.00,249.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,15.00,39.00,21.00,"hlc3","hlc3"
835.00,835.00,0,857.50,857.50,0,880.00,880.00,0,1.12,1.12,0,0.22,0.22,0,11.27,11.27,0,2.25,2.25,0,23.66,23.66,0,4.73,4.73,0,0,0,0,1.12,1.12,0,0.22,0.22,0,23.66,23.66,0,4.73,4.73,0,1.12,1.12,0,0.21,0.21,0,23.66,23.66,0,4.73,4.73,0,0,0,0,0.19,0.19,0,22.53,22.53,0,4.51,4.51,0,1.00,1.00,0,1.00,1.00,0,50.00,50.00,0,21.04,21.04,0,21.04,21.04,0,0,0,0,2.00,2.00,0,1.12,0,56.11,0.31,6.39,0.21,11.22,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,285.00,398.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",50.00,9.00,111.00,13.00,"hlc3","hlc3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Changed ""Slow EMA Period"": 15 => 45.",true,0,67.00,5.00,7.00,6.00,420.00,249.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",45.00,5.00,39.00,21.00,"hlc3","hlc3"
0,0,0,840.50,840.50,0,840.50,840.50,0,0,0,0,0,0,0,12.37,12.37,0,2.47,2.47,0,12.37,12.37,0,2.47,2.47,0,0,0,0,0,0,0,0,0,0,24.75,24.75,0,4.95,4.95,0,0,0,0,0,0,0,23.63,23.63,0,4.73,4.73,0,0,0,0,0.19,0.19,0,24.75,24.75,0,4.95,4.95,0,0,0,0,2.00,2.00,0,100.00,100.00,0,0,0,0,0,0,0,0,0,0,2.00,2.00,0,0,0,56.01,0.35,99.66,0,11.20,0,"Changed ""B"": 0.08 => 0.02.",true,0,67.00,5.00,7.00,6.00,420.00,249.00,0.02,0,0.50,0,0,0,0,0,"hlc3","ON",45.00,5.00,39.00,21.00,"hlc3","hlc3"
0,0,0,694.33,694.33,0,694.33,694.33,0,0,0,0,0,0,0,19.76,19.76,0,3.95,3.95,0,19.76,19.76,0,3.95,3.95,0,0,0,0,0,0,0,0,0,0,59.27,59.27,0,11.85,11.85,0,0,0,0,0,0,0,27.40,27.40,0,5.48,5.48,0,0,0,0,0.21,0.21,0,59.27,59.27,0,11.85,11.85,0,0,0,0,3.00,3.00,0,100.00,100.00,0,0,0,0,0,0,0,1.00,1.00,0,3.00,3.00,0,0,3.03,60.59,0.54,200.86,0,12.12,0.54,"Changed ""Angle 1"": 39 => 75.",true,0,67.00,5.00,7.00,6.00,420.00,249.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",15.00,5.00,75.00,21.00,"hlc3","hlc3"
199.86,199.86,0,242.20,242.20,0,341.00,341.00,0,5.67,5.67,0,1.13,1.13,0,-1.90,-1.90,0,-0.38,-0.38,0,6.88,6.88,0,1.38,1.38,0,0,0,0,39.68,39.68,0,7.94,7.94,0,20.63,20.63,0,4.13,4.13,0,16.50,16.50,0,3.37,3.37,0,19.58,19.58,0,4.20,4.20,0,0,0,0,0.19,0.19,0,-19.04,-19.04,0,-3.81,-3.81,0,7.00,7.00,0,3.00,3.00,0,30.00,30.00,0,0.52,0.52,0,1.21,1.21,0,0,0,0,10.00,10.00,0,34.76,0,63.73,-0.15,-0.19,6.94,12.75,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,150.00,159.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",30.00,13.00,39.00,13.00,"hlc3","hlc3"
199.86,199.86,0,208.00,208.00,0,236.50,236.50,0,5.64,5.64,0,1.13,1.13,0,-4.27,-4.27,0,-0.85,-0.85,0,0.53,0.53,0,0.11,0.11,0,0,0,0,39.50,39.50,0,7.90,7.90,0,1.06,1.06,0,0.21,0.21,0,16.50,16.50,0,3.37,3.37,0,0.62,0.62,0,0.12,0.12,0,0,0,0,0.19,0.19,0,-38.44,-38.44,0,-7.69,-7.69,0,7.00,7.00,0,2.00,2.00,0,22.22,22.22,0,0.03,0.03,0,0.09,0.09,0,0,0,0,9.00,9.00,0,39.06,0,63.51,-0.45,-0.41,7.80,12.70,0,"Changed ""Angle 1"": 39 => 93.",true,0,67.00,5.00,7.00,6.00,150.00,159.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",30.00,13.00,93.00,13.00,"hlc3","hlc3"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Changed all parameters randomly.",true,0,67.00,5.00,7.00,6.00,375.00,398.00,0.08,0,0.50,0,0,0,0,0,"hlc3","ON",45.00,9.00,57.00,25.00,"hlc3","hlc3"
